Repository,Filename,Presegmented,SGM Manually Corrected,SGM GitHub Corrected,Transcript,Transcript Manually Corrected,DropCapitalZone,GraphicZone,Other
Bucer_Eph_001,bsb00035303_00001.xml,Y,Y,Y,N,N, -, -, -
Bucer_Eph_001,bsb00035303_00002.xml,Y,N,N,N,N, -, -, -
Bucer_Eph_001,bsb00035303_00003.xml,Y,N,N,N,N, -, -, -
Bucer_Eph_001,bsb00035303_00004.xml,Y,N,N,N,N, -, -, -
Bucer_Eph_001,bsb00035303_00005.xml,Y,N,N,N,N, -, -, -
Bucer_Eph_001,bsb00035303_00006.xml,Y,N,N,N,N, -, -, -
Bucer_Eph_001,bsb00035303_00007.xml,Y,N,N,N,N, -, -, -
Bucer_Eph_001,bsb00035303_00008.xml,Y,N,N,N,N, -, -, -
Bucer_Eph_001,bsb00035303_00009.xml,Y,N,N,N,N, -, -, -
Bucer_Eph_001,bsb00035303_00010.xml,Y,N,N,N,N, -, -, -
Bucer_Eph_001,bsb00035303_00011.xml,Y,N,N,N,N, -, -, -
Bucer_Eph_001,bsb00035303_00012.xml,Y,N,N,N,N, -, -, -
Bucer_Eph_001,bsb00035303_00013.xml,Y,N,N,N,N, -, -, -
